170190002001005,900020010050000,19
170190002001014,900020010140000,2
170190002001014,900020010140001,2
170190002001014,900020010140002,2
170190002001014,900020010140003,2
170190002001014,900020010140004,3
170190002001014,900020010140005,3
170190002001014,900020010140006,3
170190002001014,900020010140007,4
170190002001014,900020010140008,4
170190002001014,900020010140009,5
170190002001014,900020010140010,5
170190002001014,900020010140011,5
170190002001014,900020010140012,5
170190002001014,900020010140013,5
170190002001014,900020010140014,5
170190002001014,900020010140015,5
170190002001014,900020010140016,5
170190002001014,900020010140017,5
170190002001014,900020010140018,6
170190002001014,900020010140019,12
170190002001014,900020010140020,14
170190002001014,900020010140021,14
170190002001014,900020010140022,14
170190002001014,900020010140023,14
170190002001014,900020010140024,14
170190002001014,900020010140025,15
170190002001014,900020010140026,16
170190002001014,900020010140027,16
170190002001014,900020010140028,17
170190002001014,900020010140029,17
170190002001014,900020010140030,17
170190002001014,900020010140031,17
170190002001014,900020010140032,17
170190002001014,900020010140033,17
170190002001014,900020010140034,17
170190002001014,900020010140035,18
170190002001014,900020010140036,19
170190002001014,900020010140037,19
170190002001014,900020010140038,19
170190002001014,900020010140039,19
170190002001014,900020010140040,19
170190002001014,900020010140041,19
170190002001014,900020010140042,19
170190002001014,900020010140043,19
170190002001014,900020010140044,19
170190002001014,900020010140045,19
170190002001014,900020010140046,19
170190002001014,900020010140047,19
170190002001014,900020010140048,19
170190002001014,900020010140049,19
170190002001014,900020010140050,19
170190002001014,900020010140051,19
170190002001014,900020010140052,19
170190002001014,900020010140053,19
170190002001014,900020010140054,19
170190002001014,900020010140055,19
170190002001014,900020010140056,19
170190002001014,900020010140057,19
170190002001014,900020010140058,20
170190002001014,900020010140059,20
170190002001014,900020010140060,20
170190002001014,900020010140061,20
170190002001014,900020010140062,22
170190002001014,900020010140063,23
170190002001014,900020010140064,23
170190002001014,900020010140065,23
170190002001015,900020010150000,2
170190002001015,900020010150001,5
170190002001015,900020010150002,14
170190002001015,900020010150003,17
170190002001015,900020010150004,19
170190002001015,900020010150005,19
170190002001015,900020010150006,19
170190002001017,900020010170000,2
170190002001017,900020010170001,3
170190002001017,900020010170002,4
170190002001017,900020010170003,5
170190002001017,900020010170004,5
170190002001017,900020010170005,14
170190002001017,900020010170006,16
170190002001017,900020010170007,17
170190002001017,900020010170008,17
170190002001017,900020010170009,19
170190002001017,900020010170010,19
170190002001017,900020010170011,19
170190002001017,900020010170012,19
170190002001017,900020010170013,19
170190002001017,900020010170014,19
170190002001017,900020010170015,20
170190002001017,900020010170016,23
170190002001018,900020010180000,2
170190002001018,900020010180001,3
170190002001018,900020010180002,5
170190002001018,900020010180003,5
170190002001018,900020010180004,14
170190002001018,900020010180005,17
170190002001018,900020010180006,19
170190002001018,900020010180007,19
170190002001018,900020010180008,19
170190002001018,900020010180009,19
170190002001018,900020010180010,20
170190002001018,900020010180011,23
170190002001019,900020010190000,2
170190002001019,900020010190001,2
170190002001019,900020010190002,2
170190002001019,900020010190003,2
170190002001019,900020010190004,3
170190002001019,900020010190005,3
170190002001019,900020010190006,4
170190002001019,900020010190007,4
170190002001019,900020010190008,5
170190002001019,900020010190009,5
170190002001019,900020010190010,5
170190002001019,900020010190011,5
170190002001019,900020010190012,5
170190002001019,900020010190013,5
170190002001019,900020010190014,5
170190002001019,900020010190015,6
170190002001019,900020010190016,14
170190002001019,900020010190017,14
170190002001019,900020010190018,14
170190002001019,900020010190019,14
170190002001019,900020010190020,15
170190002001019,900020010190021,16
170190002001019,900020010190022,16
170190002001019,900020010190023,17
170190002001019,900020010190024,17
170190002001019,900020010190025,17
170190002001019,900020010190026,17
170190002001019,900020010190027,17
170190002001019,900020010190028,17
170190002001019,900020010190029,18
170190002001019,900020010190030,19
170190002001019,900020010190031,19
170190002001019,900020010190032,19
170190002001019,900020010190033,19
170190002001019,900020010190034,19
170190002001019,900020010190035,19
170190002001019,900020010190036,19
170190002001019,900020010190037,19
170190002001019,900020010190038,19
170190002001019,900020010190039,19
170190002001019,900020010190040,19
170190002001019,900020010190041,19
170190002001019,900020010190042,19
170190002001019,900020010190043,19
170190002001019,900020010190044,19
170190002001019,900020010190045,19
170190002001019,900020010190046,19
170190002001019,900020010190047,20
170190002001019,900020010190048,20
170190002001019,900020010190049,20
170190002001019,900020010190050,22
170190002001019,900020010190051,23
170190002001019,900020010190052,23
170190002001020,900020010200000,2
170190002001020,900020010200001,3
170190002001020,900020010200002,4
170190002001020,900020010200003,5
170190002001020,900020010200004,5
170190002001020,900020010200005,14
170190002001020,900020010200006,16
170190002001020,900020010200007,17
170190002001020,900020010200008,17
170190002001020,900020010200009,19
170190002001020,900020010200010,19
170190002001020,900020010200011,19
170190002001020,900020010200012,19
170190002001020,900020010200013,19
170190002001020,900020010200014,19
170190002001020,900020010200015,20
170190002001020,900020010200016,23
170190002001021,900020010210000,2
170190002001021,900020010210001,2
170190002001021,900020010210002,3
170190002001021,900020010210003,4
170190002001021,900020010210004,5
170190002001021,900020010210005,5
170190002001021,900020010210006,5
170190002001021,900020010210007,14
170190002001021,900020010210008,14
170190002001021,900020010210009,16
170190002001021,900020010210010,17
170190002001021,900020010210011,17
170190002001021,900020010210012,17
170190002001021,900020010210013,19
170190002001021,900020010210014,19
170190002001021,900020010210015,19
170190002001021,900020010210016,19
170190002001021,900020010210017,19
170190002001021,900020010210018,19
170190002001021,900020010210019,19
170190002001021,900020010210020,19
170190002001021,900020010210021,20
170190002001021,900020010210022,23
170190002001022,900020010220000,2
170190002001022,900020010220001,2
170190002001022,900020010220002,2
170190002001022,900020010220003,2
170190002001022,900020010220004,2
170190002001022,900020010220005,3
170190002001022,900020010220006,3
170190002001022,900020010220007,3
170190002001022,900020010220008,3
170190002001022,900020010220009,4
170190002001022,900020010220010,4
170190002001022,900020010220011,5
170190002001022,900020010220012,5
170190002001022,900020010220013,5
170190002001022,900020010220014,5
170190002001022,900020010220015,5
170190002001022,900020010220016,5
